"Category of Data","Table","Column","ct_name","code_iaids","meaning","Data Type eADMS","Length eADMS","short_desc","Question_Def","Code meaning","typeofchange","Change_notes"
"eADMS Data","Flight_Crew","pc_profession","ct_crew_prof","UNK","Unknown","char",4,0000000000000000e+00,"Profession of pilot-in-command","The profession that most closely matches the principal profession of the crew member.",,,
"eADMS Data","Flight_Crew","pc_profession","ct_crew_prof","YES","Yes","char",4,0000000000000000e+00,,"With the change to eADMS this field is no longer used to record the profession of the pilot. Instead, it indicates whether the pilot flew professionally.","The pilot is employed as a pilot or is otherwise paid to fly","ChoiceAdd","New - With the implementation of eADMS in 2006, this field will be changed to reflect the most pertinent details of the pilot's operational flight experience."
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","CTR","Center","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","FRT","Front","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","LEFT","Left","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","REAR","Rear","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","RGT","Right","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","SNGL","Single","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seat_occ_pic","ct_seat_crew","UNK","Unknown","char",4,0000000000000000e+00,"Seat occupied by pilot-in-command","Indicates the seat occupied by the flight crew member at the time of the event. If the seat is not known, select \"unknown.\"",,,
"eADMS Data","Flight_Crew","seatbelts_used",,"N","No","char",1,0000000000000000e+00,"Seatbelt was used","Indicate whether the flight crew member was wearing a seat belt at the time of the event.",,,
"eADMS Data","Flight_Crew","seatbelts_used",,"U","Unknown","char",1,0000000000000000e+00,"Seatbelt was used","Indicate whether the flight crew member was wearing a seat belt at the time of the event.",,,
"eADMS Data","Flight_Crew","seatbelts_used",,"Y","Yes","char",1,0000000000000000e+00,"Seatbelt was used","Indicate whether the flight crew member was wearing a seat belt at the time of the event.",,,
"eADMS Data","Flight_Crew","shldr_harn_used",,"N","No","char",1,0000000000000000e+00,"Shoulder Harness was used","If the flight crew member was wearing a seat belt at the time of the event, indicate whether they were also wearing a shoulder harness.",,,
"eADMS Data","Flight_Crew","shldr_harn_used",,"U","Unknown","char",1,0000000000000000e+00,"Shoulder Harness was used","If the flight crew member was wearing a seat belt at the time of the event, indicate whether they were also wearing a shoulder harness.",,,
"eADMS Data","Flight_Crew","shldr_harn_used",,"Y","Yes","char",1,0000000000000000e+00,"Shoulder Harness was used","If the flight crew member was wearing a seat belt at the time of the event, indicate whether they were also wearing a shoulder harness.",,,
"eADMS Data","flight_time","Aircraft_Key",,,,"int",,"ID's unique aircraft in collisions","The aircraft key is used in conjunction with the event id number (\"ev_id\") to distinguish between aircraft and accident in the event of a collision between 2 or more aircraft. For example, a midair collision between two aircraft is recorded as a single accident with a single event id, but with one aircraft given the aircraft key of 1 and the other given the aircraft key of 2.",,,
"eADMS Data","flight_time","crew_no",,,,"tinyint",,"Internal Flight Crew Number",,,,
"eADMS Data","flight_time","ev_id",,,,"char",1,4000000000000000e+01,"Unique Identification for Each Event","Each event is assigned a unique 10- or 11- digit alphanumeric code in the database. This code, used in conjunction with the aircraft_key variable, is used to reference all database records. All database queries using a relational database (e.g., MS Access) should link tables using the ev_id variable.",,,
"eADMS Data","flight_time","flight_craft","flight_craft","ACTU","Actual Instrument","char",4,0000000000000000e+00,"Type of aircraft","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total number of hours logged by the crew member for each flight condition and type of aircraft. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_craft","flight_craft","ALL","All","char",4,0000000000000000e+00,"Type of aircraft","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total number of hours logged by the crew member for each flight condition and type of aircraft. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_craft","flight_craft","GLDR","Glider","char",4,0000000000000000e+00,"Type of aircraft","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total number of hours logged by the crew member for each flight condition and type of aircraft. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_craft","flight_craft","LTA","Light-than-air","char",4,0000000000000000e+00,"Type of aircraft","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total number of hours logged by the crew member for each flight condition and type of aircraft. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_craft","flight_craft","MAKE","Make and Model of Accident Aircraft","char",4,0000000000000000e+00,"Type of aircraft","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total number of hours logged by the crew member for each flight condition and type of aircraft. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_type","flight_type","IRCV","Instruction Received","char",4,0000000000000000e+00,,"Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total amount of flight t","The total number of flight instruction hours received by the crew member. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.","ChoiceAdd","New - With the implementation of eADMS in 2006, this field will be added to provide additional detail about the pilot's training and experience."
"eADMS Data","flight_time","flight_type","flight_type","L24H","Last 24 hours","char",4,0000000000000000e+00,"Type of flight","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total amount of flight time accumulated by the crew member in each capacity and timeframe. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_type","flight_type","L30D","Last 30 days","char",4,0000000000000000e+00,"Type of flight","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total amount of flight time accumulated by the crew member in each capacity and timeframe. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_type","flight_type","L90D","Last 90 days","char",4,0000000000000000e+00,"Type of flight","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total amount of flight time accumulated by the crew member in each capacity and timeframe. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_type","flight_type","PIC","Pilot-In-Command","char",4,0000000000000000e+00,"Type of flight","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE.  Indicate the total amount of flight time accumulated by the crew member in each capacity and timeframe. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","flight_type","flight_type","TOTL","Total","char",4,0000000000000000e+00,"Type of flight","Flight hours are presented in a one-to-many format. Flight time is presented in a matrix, combining flight_time and flight_craft. For example, total time in type is coded in flight_type = TOTL and flight_craft = MAKE. Indicate the total amount of flight time accumulated by the crew member in each capacity and timeframe. Refer to 14 CFR 61.51 for questions about the appropriate logging of flight time.",,,
"eADMS Data","flight_time","lchg_date",,,,"datetime",,"Date of most recent change to record",,,,
"eADMS Data","flight_time","lchg_userid",,,,"varchar",1,8000000000000000e+01,"User who most recently changed record",,,,
"eADMS Data","injury","Aircraft_Key",,,,"int",,"ID's unique aircraft in collisions","The aircraft key is used in conjunction with the event id number (\"ev_id\") to distinguish between aircraft and accident in the event of a collision between 2 or more aircraft. For example, a midair collision between two aircraft is recorded as a single accident with a single event id, but with one aircraft given the aircraft key of 1 and the other given the aircraft key of 2.",,,
"eADMS Data","injury","ev_id",,,,"char",1,4000000000000000e+01,"Unique Identification for Each Event","Each event is assigned a unique 10- or 11-digit alphanumeric code in the database. This code, used in conjunction with the aircraft_key variable, is used to reference all database records. All database queries using a relational database (e.g., MS Access) should link tables using the ev_id variable.",,,
"eADMS Data","injury","inj_person_category","injury","ABRD","Aboard","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","CABN","Cabin Crew","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","CPLT","Co-Pilot","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","DSTU","Dual Student","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","FENG","Flight Engineer","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","FLTI","Flight Instructor","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","KPLT","Check Pilot","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","OCRW","Other Crew","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","PAX","Passengers","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. Indicate the category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_category","injury","PLT","Pilot in Command","char",4,0000000000000000e+00,"Person Category (Crew, Pax, etc)","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The category describing the role of each person involved in the event.",,,
"eADMS Data","injury","inj_person_count",,,,"smallint",,"Injury count for person category x injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. This is the number of injuries for each category and injury level. Care must be taken when summing across multiple categories and injury levels because a single person may be identified in more than one category. Summed totals for each event may be easier to retrieve from the event injury variables in the \"events\" table.",,,
"eADMS Data","injury","injury_level","injury_level","FATL","Fatal","char",4,0000000000000000e+00,"Injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The highest level of injury sustained by this person.",,,
"eADMS Data","injury","injury_level","injury_level","MINR","Minor","char",4,0000000000000000e+00,"Injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The highest level of injury sustained by this person.",,,
"eADMS Data","injury","injury_level","injury_level","NONE","None","char",4,0000000000000000e+00,"Injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The highest level of injury sustained by this person.",,,
"eADMS Data","injury","injury_level","injury_level","SERS","Serious","char",4,0000000000000000e+00,"Injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The highest level of injury sustained by this person.",,,
"eADMS Data","injury","injury_level","injury_level","TOTL","Total","char",4,0000000000000000e+00,"Injury level","Reading data from the injury table requires the combination of the inj_person_category, injury_level, and inj_person_count variables. The desired inj_person_category and injury_level variables are set and the value is read as inj_person_count. The highest level of injury sustained by this person.",,,
"eADMS Data","injury","lchg_date",,,,"datetime",,"Date of most recent change to record",,,,
"eADMS Data","injury","lchg_userid",,,,"varchar",1,8000000000000000e+01,"User who most recently changed record",,,,
"eADMS Data","narratives","Aircraft_Key",,,,"int",,"ID's unique aircraft in collisions","The aircraft key is used in conjunction with the event id number (\"ev_id\") to distinguish between aircraft and accident in the event of a collision between 2 or more aircraft. For example, a midair collision between two aircraft is recorded as a single accident with a single event id, but with one aircraft given the aircraft key of 1 and the other given the aircraft key of 2.",,,
"eADMS Data","narratives","ev_id",,,,"char",1,4000000000000000e+01,"Unique Identification for Each Event","Each event is assigned a unique 10- or 11- digit alphanumeric code in the database. This code, used in conjunction with the aircraft_key variable, is used to reference all database records. All database queries using a relational database (e.g., MS Access) should link tables using the ev_id variable.",,,
"eADMS Data","narratives","lchg_date",,,,"datetime",,"Date of most recent change to record",,,,
"eADMS Data","narratives","lchg_userid",,,,"varchar",1,8000000000000000e+01,"User who most recently changed record",,,,
"eADMS Data","narratives","narr_accf",,,,"text",1,6000000000000000e+01,"Narrative summary released at completion of accident","An updated narrative of the accident occurrences and details released with the final event report.",,,
"eADMS Data","narratives","narr_accp",,,,"text",1,6000000000000000e+01,"Factual narrative","A description of what occurred in chronological order, the circumstances leading to the accident, and the nature of the accident.  Includes details related to the terrain and  wreckage distribution if pertinent.  Includes point of departure, time of departure, intended destination, services obtained, and any other pertinent information.",,,
"eADMS Data","narratives","narr_cause",,,,"text",1,6000000000000000e+01,"Probable cause narrative","Includes a text summary statement of the probable cause findings included in the event investigation record. Not available until the final report is released.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3024","High","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3025","Not calculated","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3026","Not coordinated/disseminated","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3027","Not detected","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3028","Not recognized","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3029","Not relayed","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3030","Not successful","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3031","Reset/repositioned","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3032","Used","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3033","Incorrect","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3100","Attempted","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3101","Below","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3102","Continued","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3103","Conflicting","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3104","Delayed","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3105","Dispatched","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3106","Disregarded","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3107","Exceeded","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3108","Excessive","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3109","Improper","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3110","Improper use of","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3111","Inaccurate","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3112","Inattentive","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3113","Inadvertent","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3114","Intentional","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed it is coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3115","Inadequate","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
"Pre eADMS coding","seq_of_events","Modifier_Code",,"3116","Inadvertent deactivation","int",,"Modifier Code - enhances Subject code","Modifiers are used in conjunction with subject codes to provide additional detail, clarification, and/or specificity. For example, if an aircraft's fuel pump failed, it would be coded as the combination of subj_code 15110 (fuel system-fuel pump) and modifier_code 1240 (failure) or 1135 (failure, total). Because of the possibility of coding similar accidents using slightly different codes, it may be necessary to try all variations of applicable codes in order to identify all desired records.",,,
